id_venta,fecha,id_cliente,id_producto,cantidad,precio_unitario,descuento,metodo_pago,canal_venta
4941,2024-07-24,311,32,4,3905864,0,Efectivo,Página Web
4942,2025-02-23,312,1,5,2164957,0,Efectivo,Página Web
4943,2025-04-28,424,94,2,3952690,10,PSE,Página Web
4944,2024-08-22,464,17,4,1464736,0,Efectivo,Marketplace
4945,2025-09-26,374,40,2,1325409,0,Tarjeta Débito,Página Web
4946,2024-06-10,404,49,5,4297587,15,Tarjeta Débito,Marketplace
4947,2024-07-16,446,31,3,451193,15,Transferencia,WhatsApp
4948,2024-10-01,175,29,3,2261412,5,Transferencia,Tienda Física
4949,2026-02-01,331,29,1,2261412,10,Tarjeta Débito,WhatsApp
4950,2026-05-27,348,30,5,4502999,0,PSE,Tienda Física
4951,2024-01-31,258,96,4,2292397,20,PSE,Marketplace
4952,2025-07-27,491,99,3,4401891,0,Tarjeta Débito,Marketplace
4953,2026-03-14,6,30,5,4502999,0,Tarjeta Débito,WhatsApp
4954,2025-09-07,116,21,1,4013212,20,Tarjeta Débito,Tienda Física
4955,2025-02-28,496,4,3,714960,5,Efectivo,Tienda Física
4956,2024-10-11,181,62,4,2445468,15,Efectivo,Tienda Física
4957,2024-10-01,289,73,4,1083463,0,Tarjeta Débito,Tienda Física
4958,2024-07-21,62,74,3,2013299,15,Tarjeta Crédito,WhatsApp
4959,2024-12-07,85,48,4,1836632,5,Efectivo,Marketplace
4960,2025-07-12,228,27,1,3381540,0,Transferencia,WhatsApp
4961,2025-01-22,178,31,1,451193,0,Tarjeta Débito,WhatsApp
4962,2024-12-16,440,48,2,1836632,10,Tarjeta Crédito,Marketplace
4963,2025-03-31,161,12,4,4548008,15,Tarjeta Débito,Página Web
4964,2024-11-22,9,77,1,1311330,20,Tarjeta Débito,WhatsApp
4965,2025-01-02,267,16,2,3834068,0,Tarjeta Débito,Marketplace
4966,2024-12-25,20,97,1,144092,20,Tarjeta Débito,Página Web
4967,2024-05-12,408,12,5,4548008,0,Efectivo,Página Web
4968,2025-07-02,88,16,1,3834068,20,PSE,WhatsApp
4969,2026-01-30,164,22,5,1332742,0,Tarjeta Crédito,Tienda Física
4970,2025-10-08,491,22,1,1332742,0,Transferencia,Marketplace
4971,2026-01-25,145,35,5,3267646,0,Transferencia,WhatsApp
4972,2026-03-29,225,73,5,1083463,0,Transferencia,WhatsApp
4973,2025-04-08,56,5,5,2037450,20,Transferencia,Marketplace
4974,2025-10-02,498,11,1,4597473,0,Tarjeta Crédito,WhatsApp
4975,2026-02-01,379,21,2,4013212,20,PSE,Marketplace
4976,2024-11-24,45,36,5,1076765,0,Transferencia,WhatsApp
4977,2026-04-01,335,61,4,1040165,0,Transferencia,Tienda Física
4978,2024-03-12,279,45,2,1843572,5,Tarjeta Débito,Página Web
4979,2026-03-19,303,83,5,1895435,0,Tarjeta Débito,Tienda Física
4980,2025-09-06,425,4,3,714960,0,PSE,WhatsApp
4981,2025-04-03,46,27,3,3381540,0,Tarjeta Crédito,Página Web
4982,2025-07-18,150,2,4,3555359,0,Tarjeta Débito,Tienda Física
4983,2026-03-15,193,40,2,1325409,0,Tarjeta Crédito,Marketplace
4984,2025-07-08,77,29,2,2261412,0,Tarjeta Débito,Tienda Física
4985,2024-06-06,360,47,2,2140666,0,Tarjeta Débito,Marketplace
4986,2025-12-28,274,33,3,4335187,15,PSE,WhatsApp
4987,2024-09-06,163,9,4,962964,15,PSE,Página Web
4988,2025-10-31,287,2,3,3555359,15,Transferencia,Tienda Física
4989,2024-06-16,249,69,2,3996367,0,PSE,Tienda Física
4990,2024-11-23,159,60,1,1760690,5,Tarjeta Crédito,WhatsApp
4991,2025-03-25,305,3,4,3672960,0,Efectivo,Página Web
4992,2024-02-19,4,11,2,4597473,0,PSE,WhatsApp
4993,2024-12-31,404,12,1,4548008,0,Efectivo,Marketplace
4994,2024-11-07,448,26,1,3919196,0,Tarjeta Crédito,Página Web
4995,2024-08-31,372,42,4,4291328,15,Tarjeta Débito,Página Web
4996,2026-02-13,202,73,4,1083463,0,Tarjeta Débito,WhatsApp
4997,2024-12-03,475,12,3,4548008,15,Tarjeta Crédito,Página Web
4998,2026-05-27,129,30,3,4502999,5,Transferencia,WhatsApp
4999,2026-05-15,285,61,1,1040165,15,Efectivo,Marketplace
5000,2025-07-05,251,31,1,451193,20,Tarjeta Débito,WhatsApp
5001,2024-01-17,494,98,5,3053445,0,PSE,Marketplace
5002,2025-02-24,345,86,5,3212628,5,Tarjeta Crédito,WhatsApp
5003,2025-09-14,94,97,5,144092,0,Tarjeta Crédito,Página Web
5004,2026-03-10,108,70,1,4073868,0,Tarjeta Débito,WhatsApp
5005,2024-01-31,28,8,3,506538,0,Tarjeta Crédito,Página Web
5006,2024-11-20,248,29,3,2261412,15,Tarjeta Crédito,Página Web
5007,2025-06-18,247,38,3,3547481,0,Transferencia,WhatsApp
5008,2026-01-03,364,79,3,3804446,20,Tarjeta Débito,Marketplace
5009,2025-09-19,447,41,1,2136354,15,Tarjeta Crédito,WhatsApp
5010,2026-03-16,112,85,2,795244,0,Tarjeta Débito,Tienda Física
5011,2024-03-04,74,70,4,4073868,20,Tarjeta Crédito,Página Web
5012,2024-04-13,349,69,4,3996367,0,Efectivo,WhatsApp
5013,2026-05-15,196,90,5,3591086,0,Tarjeta Débito,WhatsApp
5014,2024-07-12,53,53,2,548491,15,Transferencia,Tienda Física
5015,2025-09-07,194,67,2,1860613,20,Tarjeta Débito,WhatsApp
5016,2025-09-27,396,74,5,2013299,0,Efectivo,Tienda Física
5017,2025-01-05,43,57,2,1980185,0,Tarjeta Débito,Tienda Física
5018,2024-08-02,335,28,4,1820471,5,PSE,Página Web
5019,2024-11-11,283,16,5,3834068,0,PSE,Página Web
5020,2026-04-09,145,26,2,3919196,20,PSE,Página Web
5021,2025-06-26,63,2,2,3555359,5,PSE,WhatsApp
5022,2025-01-06,374,29,1,2261412,5,Tarjeta Débito,Página Web
5023,2025-05-02,51,34,1,838602,20,Efectivo,WhatsApp
5024,2025-10-29,410,17,3,1464736,5,Tarjeta Crédito,Tienda Física
5025,2024-06-18,495,73,2,1083463,5,Transferencia,Tienda Física
5026,2024-02-19,312,69,4,3996367,20,PSE,Página Web
5027,2024-01-30,63,95,4,4324211,15,PSE,Marketplace
5028,2024-10-06,491,44,3,2029985,0,Tarjeta Débito,Tienda Física
5029,2024-09-27,191,10,5,1728534,0,Tarjeta Crédito,Tienda Física
5030,2026-04-30,277,59,4,4942713,0,Tarjeta Débito,WhatsApp
5031,2024-03-01,15,1,2,2164957,15,Tarjeta Crédito,WhatsApp
5032,2025-04-03,383,26,1,3919196,0,Tarjeta Crédito,WhatsApp
5033,2025-05-18,185,100,1,3105751,10,Transferencia,Página Web
5034,2024-01-08,465,86,2,3212628,0,Transferencia,Marketplace
5035,2025-08-28,293,11,5,4597473,5,Tarjeta Débito,Marketplace
5036,2024-08-05,275,56,1,3584838,5,Tarjeta Débito,WhatsApp
5037,2024-06-18,444,18,5,4048802,20,Efectivo,Página Web
5038,2025-08-05,407,89,4,350966,15,Efectivo,WhatsApp
5039,2025-12-31,193,7,2,4560009,0,Efectivo,Tienda Física
5040,2025-11-06,389,53,3,548491,10,Transferencia,Página Web
5041,2025-02-15,39,3,1,3672960,0,Tarjeta Crédito,WhatsApp
5042,2025-08-05,4,59,4,4942713,10,Tarjeta Débito,Página Web
5043,2025-01-15,303,26,4,3919196,5,Efectivo,Página Web
5044,2025-11-27,3,24,1,4728140,5,Transferencia,Marketplace
5045,2025-08-07,354,28,2,1820471,0,Tarjeta Débito,WhatsApp
5046,2024-12-02,38,97,4,144092,20,Transferencia,Página Web
5047,2024-08-04,32,75,1,3197969,15,Transferencia,Página Web
5048,2025-03-04,406,41,5,2136354,0,PSE,Página Web
5049,2026-02-16,347,75,3,3197969,10,PSE,WhatsApp
5050,2024-12-09,463,4,3,714960,0,Transferencia,WhatsApp
5051,2025-01-23,149,40,3,1325409,0,Tarjeta Débito,Tienda Física
5052,2025-12-06,338,40,4,1325409,20,PSE,Página Web
5053,2025-12-04,27,70,3,4073868,10,Efectivo,WhatsApp
5054,2024-01-18,293,51,3,1470311,20,Tarjeta Crédito,Marketplace
5055,2024-02-17,160,39,5,4689225,0,Transferencia,WhatsApp
5056,2024-09-29,285,36,4,1076765,0,Transferencia,Página Web
5057,2025-01-24,424,52,1,3019382,0,Tarjeta Crédito,Tienda Física
5058,2024-05-24,283,7,4,4560009,10,Tarjeta Crédito,Tienda Física
5059,2025-09-03,333,94,3,3952690,0,Tarjeta Débito,Página Web
5060,2024-09-19,386,41,1,2136354,0,Tarjeta Débito,Página Web
5061,2026-03-27,443,93,4,1694686,0,PSE,Marketplace
5062,2025-03-24,18,52,4,3019382,0,Transferencia,Tienda Física
5063,2024-04-23,461,68,3,1842024,20,Efectivo,Tienda Física
5064,2024-08-14,115,40,3,1325409,15,PSE,WhatsApp
5065,2026-04-14,394,15,2,4265569,0,PSE,Marketplace
5066,2024-07-25,476,92,1,2217151,0,Efectivo,Marketplace
5067,2026-04-18,340,77,4,1311330,0,Efectivo,Tienda Física
5068,2024-10-14,403,39,5,4689225,0,Transferencia,Marketplace
5069,2025-08-31,287,52,4,3019382,15,Efectivo,WhatsApp
5070,2025-02-13,213,72,3,1635665,10,Transferencia,WhatsApp
5071,2025-05-03,484,23,2,3575970,0,Tarjeta Débito,Marketplace
5072,2024-06-03,319,35,4,3267646,0,Tarjeta Débito,Tienda Física
5073,2025-11-03,241,57,1,1980185,0,PSE,Marketplace
5074,2026-03-25,9,85,5,795244,0,PSE,WhatsApp
5075,2025-05-02,71,54,1,4262489,0,Tarjeta Crédito,Tienda Física
5076,2024-05-25,81,37,2,1648323,10,Transferencia,Tienda Física
5077,2025-12-19,161,14,2,3875208,0,Efectivo,Tienda Física
5078,2025-06-07,386,91,1,635249,0,Tarjeta Débito,WhatsApp
5079,2025-03-18,316,27,3,3381540,0,Tarjeta Crédito,Página Web
5080,2025-05-09,54,21,5,4013212,0,Tarjeta Crédito,WhatsApp
5081,2026-05-13,133,58,1,1290260,0,Tarjeta Débito,Tienda Física
5082,2026-01-13,31,32,2,3905864,0,Transferencia,WhatsApp
5083,2025-12-31,33,39,4,4689225,0,Tarjeta Débito,Página Web
5084,2024-09-17,265,54,1,4262489,20,Tarjeta Débito,Marketplace
5085,2024-05-17,415,2,3,3555359,5,Tarjeta Crédito,Página Web
5086,2026-03-21,461,84,1,2755569,0,PSE,WhatsApp
5087,2025-05-28,63,40,4,1325409,0,Tarjeta Débito,WhatsApp
5088,2025-04-22,461,17,5,1464736,20,Tarjeta Débito,Página Web
5089,2024-05-31,258,92,1,2217151,0,Efectivo,Página Web
5090,2025-01-02,341,36,4,1076765,20,Efectivo,Página Web
5091,2025-07-31,165,24,1,4728140,0,Tarjeta Crédito,WhatsApp
5092,2024-11-09,210,76,3,3281679,0,Efectivo,WhatsApp
5093,2025-09-12,238,20,4,1796766,10,Tarjeta Débito,Tienda Física
5094,2025-11-03,290,36,3,1076765,0,PSE,Marketplace
5095,2025-02-15,83,86,5,3212628,0,Tarjeta Crédito,WhatsApp
5096,2024-09-19,196,31,4,451193,5,Transferencia,Página Web
5097,2025-04-05,124,83,2,1895435,20,Tarjeta Crédito,WhatsApp
5098,2026-02-20,263,12,2,4548008,0,Tarjeta Crédito,WhatsApp
5099,2025-05-02,147,97,5,144092,0,Efectivo,Tienda Física
5100,2024-02-25,13,81,3,3851834,0,Tarjeta Débito,Marketplace
5101,2024-07-22,65,21,1,4013212,0,Tarjeta Crédito,WhatsApp
5102,2025-11-06,249,68,2,1842024,0,Tarjeta Crédito,WhatsApp
5103,2025-10-11,78,72,5,1635665,5,Tarjeta Crédito,Página Web
5104,2025-08-21,64,17,1,1464736,0,Efectivo,Tienda Física
5105,2024-05-10,441,85,5,795244,15,Efectivo,WhatsApp
5106,2024-01-02,363,42,5,4291328,0,Transferencia,Tienda Física
5107,2024-05-10,383,45,5,1843572,0,Tarjeta Crédito,Página Web
5108,2025-06-26,17,95,5,4324211,10,Efectivo,Tienda Física
5109,2026-05-09,21,53,2,548491,0,Efectivo,WhatsApp
5110,2025-02-06,226,58,1,1290260,0,Tarjeta Crédito,Página Web
5111,2025-02-15,39,82,3,4046034,20,Tarjeta Débito,Tienda Física
5112,2026-04-07,34,34,5,838602,0,Tarjeta Débito,Página Web
5113,2024-11-03,386,18,3,4048802,0,Transferencia,Tienda Física
5114,2024-10-29,153,10,5,1728534,0,Transferencia,Marketplace
5115,2026-04-16,434,16,4,3834068,0,Tarjeta Crédito,Página Web
5116,2026-01-07,440,7,4,4560009,0,Tarjeta Débito,Página Web
5117,2026-04-27,306,61,1,1040165,10,Tarjeta Crédito,WhatsApp
5118,2025-09-29,437,24,4,4728140,0,PSE,Página Web
5119,2024-04-26,276,73,3,1083463,0,PSE,Tienda Física
5120,2025-05-09,441,37,4,1648323,5,Transferencia,Tienda Física
5121,2024-08-30,140,40,3,1325409,0,PSE,Tienda Física
5122,2025-12-20,42,76,1,3281679,15,PSE,Página Web
5123,2025-01-24,347,27,5,3381540,5,PSE,Página Web
5124,2026-03-19,56,15,5,4265569,5,Efectivo,Tienda Física
5125,2025-06-07,40,83,3,1895435,0,Efectivo,Marketplace
5126,2024-10-21,128,67,4,1860613,0,Tarjeta Crédito,Marketplace
5127,2025-11-19,453,63,2,2757403,20,PSE,Marketplace
5128,2024-12-21,447,54,1,4262489,20,PSE,Tienda Física
5129,2024-04-16,87,13,4,1099700,20,Transferencia,WhatsApp
5130,2024-06-23,156,8,3,506538,5,Tarjeta Débito,Tienda Física
5131,2024-12-19,459,68,5,1842024,0,Tarjeta Débito,Marketplace
5132,2024-08-17,34,26,4,3919196,15,Tarjeta Crédito,Tienda Física
5133,2024-10-25,166,28,5,1820471,15,Tarjeta Débito,Tienda Física
5134,2025-11-29,293,51,1,1470311,5,Transferencia,WhatsApp
5135,2024-08-25,143,91,4,635249,0,Efectivo,WhatsApp
5136,2025-10-02,180,11,3,4597473,15,Efectivo,WhatsApp
5137,2024-03-28,409,82,1,4046034,0,Tarjeta Crédito,Tienda Física
5138,2024-06-22,103,45,1,1843572,15,Tarjeta Crédito,Página Web
5139,2024-09-11,49,24,4,4728140,5,Transferencia,WhatsApp
5140,2024-09-14,111,5,4,2037450,20,Efectivo,Tienda Física
5141,2026-02-18,92,83,2,1895435,20,Tarjeta Débito,Página Web
5142,2024-04-19,415,39,3,4689225,10,Efectivo,Página Web
5143,2024-11-25,244,80,4,1604369,0,Efectivo,Página Web
5144,2024-12-03,476,51,4,1470311,0,Efectivo,Marketplace
5145,2025-02-11,168,18,4,4048802,10,Tarjeta Débito,Tienda Física
5146,2025-11-15,310,55,5,1282188,0,Tarjeta Crédito,Marketplace
5147,2025-03-19,444,40,1,1325409,0,Tarjeta Crédito,Tienda Física
5148,2024-09-08,159,51,5,1470311,15,Tarjeta Crédito,Tienda Física
5149,2026-03-01,160,12,4,4548008,5,PSE,WhatsApp
5150,2025-07-19,124,11,2,4597473,5,Efectivo,Página Web
5151,2025-04-30,184,62,2,2445468,20,Tarjeta Crédito,Tienda Física
5152,2024-06-06,220,6,1,4854910,0,Tarjeta Débito,WhatsApp
5153,2026-03-27,201,17,2,1464736,0,Transferencia,WhatsApp
5154,2024-08-26,61,51,4,1470311,5,Efectivo,Marketplace
5155,2025-10-31,318,14,5,3875208,0,Efectivo,WhatsApp
5156,2025-04-21,405,39,1,4689225,0,Efectivo,Página Web
5157,2024-07-19,47,49,1,4297587,0,PSE,WhatsApp
5158,2025-10-15,453,18,4,4048802,0,Efectivo,Tienda Física
5159,2026-03-13,469,24,5,4728140,0,Tarjeta Crédito,Página Web
5160,2026-02-09,302,96,4,2292397,0,Tarjeta Crédito,WhatsApp
5161,2024-03-31,235,43,3,1138328,0,Efectivo,WhatsApp
5162,2024-06-02,179,30,4,4502999,15,PSE,Página Web
5163,2024-10-19,98,62,3,2445468,0,Tarjeta Crédito,Marketplace
5164,2024-03-03,223,54,2,4262489,0,Transferencia,Marketplace
5165,2024-11-30,421,21,3,4013212,0,Transferencia,Página Web
5166,2024-03-05,140,93,4,1694686,0,Tarjeta Débito,Página Web
5167,2024-01-04,349,69,3,3996367,0,PSE,Marketplace
5168,2025-10-08,294,22,2,1332742,0,Tarjeta Crédito,Página Web
5169,2025-07-18,440,28,3,1820471,5,Tarjeta Crédito,Marketplace
5170,2024-07-26,174,36,4,1076765,0,Tarjeta Débito,Tienda Física
5171,2024-11-20,150,54,1,4262489,20,PSE,Tienda Física
5172,2024-02-14,325,33,5,4335187,5,PSE,Marketplace
5173,2026-02-10,12,4,3,714960,0,Tarjeta Débito,Marketplace
5174,2025-10-17,272,33,5,4335187,20,PSE,WhatsApp
5175,2024-06-24,213,93,2,1694686,0,Transferencia,Página Web
5176,2024-07-08,492,91,3,635249,0,Efectivo,Tienda Física
5177,2026-01-18,283,47,4,2140666,5,PSE,Tienda Física
5178,2026-04-15,269,29,4,2261412,10,Efectivo,Marketplace
5179,2025-12-27,336,72,3,1635665,0,PSE,WhatsApp
5180,2024-03-14,297,50,2,2758077,5,Efectivo,Tienda Física
5181,2024-02-05,439,43,1,1138328,0,Transferencia,Marketplace
5182,2026-02-06,185,82,1,4046034,0,Tarjeta Crédito,Página Web
5183,2025-12-05,497,49,5,4297587,0,Efectivo,Tienda Física
5184,2024-05-03,341,54,1,4262489,0,PSE,Página Web
5185,2025-11-23,7,77,4,1311330,0,Transferencia,Tienda Física
5186,2024-05-09,483,36,1,1076765,15,Tarjeta Débito,Tienda Física
5187,2025-10-12,462,37,4,1648323,0,Tarjeta Débito,Página Web
5188,2025-07-22,489,35,3,3267646,20,Tarjeta Crédito,Página Web
5189,2026-02-26,410,65,3,618120,0,Tarjeta Crédito,Tienda Física
5190,2026-01-30,196,50,5,2758077,0,PSE,WhatsApp
5191,2025-03-28,183,34,5,838602,0,Efectivo,Página Web
5192,2026-03-02,417,93,4,1694686,15,Tarjeta Crédito,Tienda Física
5193,2024-10-22,338,14,5,3875208,0,Tarjeta Débito,Marketplace
5194,2024-02-25,57,77,3,1311330,0,Tarjeta Débito,WhatsApp
5195,2025-07-04,311,67,3,1860613,20,Efectivo,Página Web
5196,2025-08-18,80,48,1,1836632,0,Tarjeta Crédito,Página Web
5197,2025-05-06,78,62,4,2445468,0,Tarjeta Débito,Tienda Física
5198,2024-01-08,301,56,1,3584838,0,PSE,WhatsApp
5199,2025-11-03,94,18,5,4048802,20,Transferencia,Marketplace
5200,2025-08-19,240,23,3,3575970,10,Tarjeta Débito,Marketplace
5201,2026-05-26,350,58,3,1290260,5,Efectivo,Página Web
5202,2025-05-10,200,83,4,1895435,0,Transferencia,Página Web
5203,2026-04-14,430,88,1,327418,15,Efectivo,Página Web
5204,2024-10-21,119,23,4,3575970,0,PSE,Marketplace
5205,2024-07-12,349,3,2,3672960,5,PSE,Tienda Física
5206,2024-09-03,343,68,3,1842024,15,Efectivo,Tienda Física
5207,2025-11-02,271,32,3,3905864,15,PSE,WhatsApp
5208,2025-07-19,77,32,1,3905864,0,Tarjeta Débito,Tienda Física
5209,2025-05-20,400,76,5,3281679,15,Tarjeta Crédito,Tienda Física
5210,2024-11-03,468,52,3,3019382,0,Tarjeta Crédito,Marketplace
5211,2024-07-12,316,70,1,4073868,5,Transferencia,Página Web
5212,2025-01-19,162,87,3,4184622,10,Transferencia,WhatsApp
5213,2025-04-06,73,11,4,4597473,0,Transferencia,Página Web
5214,2025-10-29,492,34,5,838602,5,PSE,Página Web
5215,2024-05-19,176,82,1,4046034,0,Tarjeta Débito,WhatsApp
5216,2025-07-18,74,99,3,4401891,0,Transferencia,WhatsApp
5217,2024-07-27,391,78,3,895758,0,PSE,Tienda Física
5218,2025-11-10,196,37,2,1648323,10,Tarjeta Débito,WhatsApp
5219,2024-12-10,113,99,1,4401891,10,Efectivo,Tienda Física
5220,2025-09-30,46,19,3,3789305,0,Efectivo,Página Web
5221,2026-04-06,408,7,5,4560009,5,Efectivo,Página Web
5222,2024-12-27,318,7,3,4560009,0,Tarjeta Débito,Marketplace
5223,2025-01-02,61,12,3,4548008,0,Tarjeta Crédito,Página Web
5224,2024-09-28,65,71,1,4354774,0,Tarjeta Crédito,Tienda Física
5225,2025-04-03,454,39,3,4689225,5,Transferencia,Marketplace
5226,2024-09-27,100,49,4,4297587,0,Efectivo,Marketplace
5227,2025-08-10,489,88,1,327418,10,PSE,Página Web
5228,2025-07-22,224,55,2,1282188,0,Efectivo,Tienda Física
5229,2024-11-05,360,18,1,4048802,0,Tarjeta Débito,Marketplace
5230,2025-03-24,35,61,1,1040165,15,Efectivo,Marketplace
5231,2025-12-08,83,32,3,3905864,5,Tarjeta Débito,WhatsApp
5232,2025-12-11,217,58,4,1290260,0,Tarjeta Débito,Tienda Física
5233,2024-10-24,61,8,2,506538,15,Transferencia,Página Web
5234,2025-09-30,225,46,1,165255,0,Efectivo,Tienda Física
5235,2024-06-08,302,65,5,618120,15,Efectivo,WhatsApp
5236,2025-05-25,386,64,1,3846738,15,Transferencia,Marketplace
5237,2025-06-05,236,26,1,3919196,5,Tarjeta Crédito,Tienda Física
5238,2025-05-13,316,75,2,3197969,20,Transferencia,Tienda Física
5239,2026-02-05,286,63,1,2757403,10,Transferencia,WhatsApp
5240,2024-03-31,322,82,3,4046034,0,Efectivo,Tienda Física
5241,2024-01-29,70,44,4,2029985,0,Tarjeta Débito,Marketplace
5242,2024-01-12,317,14,3,3875208,10,PSE,Marketplace
5243,2024-04-21,336,73,4,1083463,0,PSE,Tienda Física
5244,2024-09-13,437,9,1,962964,10,PSE,Marketplace
5245,2025-12-10,265,80,3,1604369,10,Transferencia,WhatsApp
5246,2025-01-17,82,39,2,4689225,0,Tarjeta Crédito,Página Web
5247,2025-12-16,169,45,1,1843572,20,Tarjeta Crédito,WhatsApp
5248,2026-05-09,264,70,1,4073868,0,PSE,WhatsApp
5249,2025-12-19,327,48,5,1836632,10,Tarjeta Débito,WhatsApp
5250,2024-04-21,85,91,4,635249,15,Efectivo,Tienda Física
5251,2024-04-07,41,56,3,3584838,5,Efectivo,Página Web
5252,2024-10-07,490,13,1,1099700,10,Tarjeta Crédito,Marketplace
5253,2025-08-30,416,100,1,3105751,0,Transferencia,WhatsApp
5254,2025-06-09,52,28,2,1820471,0,Tarjeta Débito,Marketplace
5255,2025-04-20,301,78,5,895758,0,Tarjeta Débito,Página Web
5256,2024-03-03,369,54,3,4262489,15,PSE,Marketplace
5257,2024-11-19,84,91,3,635249,0,Efectivo,Tienda Física
5258,2025-02-16,282,46,5,165255,0,PSE,Tienda Física
5259,2026-05-19,19,72,1,1635665,15,Transferencia,Marketplace
5260,2025-01-01,80,26,5,3919196,20,Transferencia,Página Web
5261,2025-02-05,71,35,3,3267646,0,Transferencia,Página Web
5262,2025-05-21,435,73,2,1083463,0,PSE,Marketplace
5263,2024-01-19,117,3,3,3672960,5,Efectivo,Marketplace
5264,2025-11-23,381,78,4,895758,0,Transferencia,WhatsApp
5265,2025-02-09,451,97,4,144092,10,Tarjeta Crédito,Página Web
5266,2024-11-06,236,7,1,4560009,20,Tarjeta Crédito,Marketplace
5267,2025-10-26,473,2,4,3555359,0,Tarjeta Débito,Marketplace
5268,2024-03-02,201,17,5,1464736,15,Tarjeta Crédito,Marketplace
5269,2024-12-01,491,84,3,2755569,10,PSE,Página Web
5270,2026-03-01,449,39,5,4689225,5,PSE,Tienda Física
5271,2026-03-23,108,49,1,4297587,0,Efectivo,Tienda Física
5272,2026-02-06,186,47,4,2140666,10,Tarjeta Débito,Marketplace
5273,2024-07-15,16,86,5,3212628,20,Efectivo,WhatsApp
5274,2026-05-05,166,22,5,1332742,20,Transferencia,Tienda Física
5275,2026-01-17,120,68,4,1842024,0,PSE,Página Web
5276,2024-05-05,168,76,1,3281679,15,Efectivo,Tienda Física
5277,2024-02-12,494,45,3,1843572,0,Tarjeta Débito,Página Web
5278,2025-06-13,61,22,2,1332742,20,Tarjeta Débito,Tienda Física
5279,2026-02-26,203,41,4,2136354,5,Tarjeta Débito,WhatsApp
5280,2025-07-02,155,71,5,4354774,0,Tarjeta Débito,Tienda Física
5281,2025-07-02,17,39,4,4689225,0,Efectivo,Marketplace
5282,2025-09-03,73,69,2,3996367,0,Tarjeta Débito,WhatsApp
5283,2026-01-26,275,25,4,890972,0,Efectivo,WhatsApp
5284,2024-02-10,466,21,2,4013212,0,Transferencia,Página Web
5285,2025-06-21,449,43,1,1138328,5,PSE,WhatsApp
5286,2025-02-17,305,53,5,548491,5,PSE,WhatsApp
5287,2025-12-25,203,8,2,506538,5,Tarjeta Débito,Marketplace
5288,2026-04-26,500,87,3,4184622,20,Tarjeta Crédito,WhatsApp
5289,2024-01-02,228,83,1,1895435,20,Tarjeta Crédito,Tienda Física
5290,2025-04-24,45,24,1,4728140,10,PSE,Marketplace
5291,2026-04-27,89,41,2,2136354,0,PSE,Tienda Física
5292,2025-12-27,132,89,1,350966,0,Efectivo,Tienda Física
5293,2024-11-18,355,35,3,3267646,5,Tarjeta Crédito,Tienda Física
5294,2024-05-28,33,24,1,4728140,20,Transferencia,Página Web
5295,2024-03-08,167,42,2,4291328,0,Tarjeta Débito,WhatsApp
5296,2026-01-18,79,98,3,3053445,10,PSE,WhatsApp
5297,2025-05-14,60,47,5,2140666,0,PSE,Página Web
5298,2024-02-06,87,27,4,3381540,15,Efectivo,Página Web
5299,2024-10-02,208,66,2,2139371,0,Tarjeta Débito,Marketplace
5300,2024-10-03,257,87,2,4184622,10,Efectivo,Tienda Física
5301,2025-05-21,72,53,3,548491,0,PSE,WhatsApp
5302,2025-03-05,245,70,1,4073868,15,Tarjeta Débito,Página Web
5303,2024-04-13,484,5,1,2037450,20,Efectivo,Tienda Física
5304,2025-08-30,216,34,1,838602,0,Efectivo,Página Web
5305,2026-05-13,374,26,5,3919196,20,Tarjeta Crédito,Tienda Física
5306,2024-04-23,169,55,5,1282188,0,PSE,Página Web
5307,2026-05-26,182,35,1,3267646,10,Efectivo,WhatsApp
5308,2025-08-26,340,36,2,1076765,0,Efectivo,Marketplace
5309,2025-06-06,461,36,3,1076765,20,Tarjeta Débito,WhatsApp
5310,2026-04-05,23,32,1,3905864,20,Tarjeta Débito,Tienda Física
5311,2025-01-18,228,77,4,1311330,0,Efectivo,Marketplace
5312,2025-06-21,407,15,5,4265569,0,Tarjeta Crédito,Página Web
5313,2024-11-17,498,2,1,3555359,0,Transferencia,Marketplace
5314,2026-02-07,482,49,2,4297587,0,PSE,Tienda Física
5315,2026-01-16,68,35,4,3267646,10,Efectivo,WhatsApp
5316,2025-05-11,395,8,4,506538,0,Tarjeta Crédito,WhatsApp
5317,2024-03-25,321,28,2,1820471,0,Transferencia,Tienda Física
5318,2026-05-08,119,98,5,3053445,20,Efectivo,WhatsApp
5319,2024-07-02,197,51,3,1470311,0,Transferencia,Página Web
5320,2025-12-05,458,52,4,3019382,0,Tarjeta Crédito,Tienda Física
5321,2026-01-11,401,56,4,3584838,20,Efectivo,Página Web
5322,2024-08-22,439,33,3,4335187,0,Transferencia,Página Web
5323,2026-02-13,357,89,2,350966,15,Efectivo,Página Web
5324,2025-07-10,390,37,3,1648323,5,Efectivo,WhatsApp
5325,2025-07-27,85,48,5,1836632,10,Efectivo,WhatsApp
5326,2025-03-16,385,42,3,4291328,10,PSE,WhatsApp
5327,2024-01-03,65,67,1,1860613,10,Tarjeta Débito,Página Web
5328,2026-02-18,399,75,3,3197969,0,Transferencia,Marketplace
5329,2025-05-05,322,4,4,714960,0,Transferencia,Página Web
5330,2024-08-06,439,94,3,3952690,15,Efectivo,WhatsApp
5331,2025-10-01,346,5,3,2037450,15,Tarjeta Débito,WhatsApp
